material_id,formula,band_gap,is_gap_direct,energy_above_hull,formation_energy_per_atom,crystal_system,spacegroup_symbol,spacegroup_number,estrutura_esperada,regime_calc,density,efermi,theoretical,has_experimental_ref,possible_species,familia
mp-556004,Ba3In2Br2O5,1.2907,False,0.007872946145838,-2.481204487361111,Tetragonal,I4/mmm,139,perovskita dupla,GGA,5.898231429121717,2.6088321,False,True,"['Br-', 'O2-', 'In3+', 'Ba2+']",Perovskita Dupla
mp-1111876,Cs2KMoCl6,1.666,True,0.00800594775001,-1.8040703413750152,Cubic,Fm-3m,225,perovskita dupla,GGA,3.066880952154242,1.23386132,True,False,"['Cl-', 'K+', 'Cs+', 'Mo3+']",Perovskita Dupla
mp-1113543,Cs2AgAsCl6,1.5886,False,0.008311962999999,-1.5611243658477,Cubic,Fm-3m,225,perovskita dupla,GGA,3.712971088389649,0.97213706,True,False,"['Ag+', 'Cs+', 'Cl-', 'As3+']",Perovskita Dupla
mp-758075,Fe2H4O2F5,1.587,False,0.00832864012821,-1.995273671923077,Orthorhombic,Imma,74,perovskita dupla,GGA+U,2.881451077217962,-0.59050841,False,True,"['Fe3+', 'O2-', 'F-', 'H+', 'Fe2+']",Perovskita Dupla
mp-1112498,Cs2TlBiBr6,1.7359,True,0.008358704500001,-1.549795573264369,Cubic,Fm-3m,225,perovskita dupla,GGA,4.346058157573892,0.44,True,False,"['Br-', 'Cs+', 'Bi3+', 'Tl+']",Perovskita Dupla
mp-555210,K4W2Cl10O,1.184,True,0.01090432102941,-1.8255250661176472,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,3.048750778588118,0.51259017,False,True,"['K+', 'O2-', 'Cl-', 'W4+']",Perovskita Dupla
mp-17057,Sr2SnSe3F2,1.447899999999999,True,0.0113085559375,-2.314096016210941,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.987642482871245,2.50117806,False,True,"['F-', 'Sr2+', 'Se2-', 'Sn4+']",Perovskita Dupla
mp-1114116,Rb2TlAsBr6,1.1412,True,0.011424803,-1.374339472583334,Cubic,Fm-3m,225,perovskita dupla,GGA,3.978875569811368,0.68998394,True,False,"['Br-', 'Rb+', 'As3+', 'Tl+']",Perovskita Dupla
mp-1201600,In2BiSe4I,1.4904,False,0.011739891249999,-0.7547303947135411,Orthorhombic,Pnma,62,perovskita dupla,GGA,5.68760151533766,4.14096487,False,True,"['I-', 'Se2-', 'In3+', 'Bi3+']",Perovskita Dupla
mp-1112943,Cs2AgSbBr6,1.1916,False,0.011956138312506,-1.4068146840977,Cubic,Fm-3m,225,perovskita dupla,GGA,4.395385730695127,0.84187435,True,False,"['Br-', 'Ag+', 'Cs+', 'Sb3+']",Perovskita Dupla
mp-1110678,Rb2NaMoCl6,1.622399999999999,True,0.012174970000002,-1.87695594963793,Cubic,Fm-3m,225,perovskita dupla,GGA,2.917560068469606,1.36191344,True,False,"['Cl-', 'Na+', 'Rb+', 'Mo3+']",Perovskita Dupla
mp-1112480,K2AgAsCl6,1.519,False,0.013737397250002,-1.501012421366666,Cubic,Fm-3m,225,perovskita dupla,GGA,2.798641505746342,0.79288861,True,False,"['K+', 'Ag+', 'Cl-', 'As3+']",Perovskita Dupla
